AgenteID,Nome,CPF,Data_Contratacao,Departamento,Turno,Supervisor,Telefone,Email,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao,Ativo,Data_Inicio_Vigente,Data_Fim_Vigente
99,"Dorian Nonato",18085449444,2020-07-26,RH,Parcial,Claudio,"(156) 508-8284",doriannonato@google.ca,"2024-03-10 00:00:00","2024-06-18 00:00:00","Oleg Sousa","Maite Magalhaes",N,"2020-09-14 00:00:00","2025-03-22 00:00:00"
100,"Tiger Matos",17786028336,2022-09-21,OPERACAO,Flexivel,Renata,"(687) 371-5761",tigermatos@outlook.couk,"2020-03-11 00:00:00","2024-12-19 00:00:00","Maryam Caetano","Ishmael Cabral",S,"2022-09-20 00:00:00","2023-11-07 00:00:00"
101,"Maisie Andrade",12306013373,2023-11-23,TI,FimSemana,Raquel,"(224) 202-0176",maisieandrade@google.org,"2024-04-22 00:00:00","2024-05-19 00:00:00","Kirestin Correa","Burke Costa",S,"2021-08-06 00:00:00","2025-03-14 00:00:00"
102,"Akeem Franco",49440825454,2023-12-08,OPERACAO,Noturno,Julia,"(517) 135-6164",akeemfranco6799@outlook.ca,"2023-07-16 00:00:00","2023-10-28 00:00:00","Sasha Castro","Oleg Das Neves",N,"2021-01-18 00:00:00","2023-10-07 00:00:00"
103,"Dara de Melo",65320946331,2021-04-14,MARKETING,Noturno,Raquel,"(385) 733-6642",darademelo@outlook.couk,"2021-04-18 00:00:00","2023-10-03 00:00:00","Juliet Tavares","Kennedy Macedo",N,"2021-04-25 00:00:00","2025-01-03 00:00:00"
104,"Salvador Santiago",97746741454,2021-03-25,RH,Revezamento,Antonio,"(774) 733-2569",salvadorsantiago2522@aol.ca,"2021-02-27 00:00:00","2025-06-26 00:00:00","Reuben Chaves","Judah Barbosa",N,"2022-05-02 00:00:00","2024-07-01 00:00:00"
105,"Dominic Viana",22279939014,2020-04-02,FINANCEIRO,Flexivel,Renata,"(647) 675-5823",dominicviana3395@yahoo.edu,"2022-06-16 00:00:00","2025-08-16 00:00:00","Paki Andrade","Orlando Matias",N,"2023-12-05 00:00:00","2023-10-01 00:00:00"
106,"Meredith Rocha",72832907102,2020-08-23,RH,Revezamento,Raquel,"(588) 484-0321",meredithrocha@icloud.ca,"2021-07-20 00:00:00","2025-02-25 00:00:00","Mariko Bezerra","Ulysses Marinho",N,"2022-08-06 00:00:00","2025-02-04 00:00:00"
107,"Hakeem Braga",58896971891,2024-06-02,RH,FimSemana,Rodrigo,"(789) 606-5831",hakeembraga3003@hotmail.edu,"2021-02-25 00:00:00","2024-06-02 00:00:00","Hayfa Mota","Virginia Ferreira",N,"2023-10-12 00:00:00","2024-04-04 00:00:00"
108,"Willa Cardoso",88232911976,2023-08-07,FINANCEIRO,Flexivel,Ana,"(252) 373-5074",willacardoso8657@aol.com,"2023-02-17 00:00:00","2025-03-09 00:00:00","Geoffrey Magalhaes","Uriel Nunes",S,"2022-03-07 00:00:00","2025-08-16 00:00:00"
109,"Scarlet Nascimento",72605053351,2023-03-11,COMERCIAL,FimSemana,Rodrigo,"(273) 373-5971",scarletnascimento8154@outlook.net,"2022-11-28 00:00:00","2025-08-07 00:00:00","Amber de Fatima","Noah dos Santos",N,"2021-04-19 00:00:00","2025-03-03 00:00:00"
110,"Ian Gonçalves",66002270666,2023-10-20,OPERACAO,FimSemana,Raquel,"(644) 792-3273",iangonalves6880@aol.couk,"2022-06-24 00:00:00","2025-03-14 00:00:00","Tiger Nascimento","Palmer de Moraes",S,"2020-08-15 00:00:00","2025-04-07 00:00:00"
111,"Sydney Borges",13751457220,2022-08-16,TI,Revezamento,Gilson,"(629) 386-3385",sydneyborges@hotmail.org,"2022-01-09 00:00:00","2025-04-28 00:00:00","Katell da Rocha","Hedley Cruz",S,"2022-11-06 00:00:00","2025-08-01 00:00:00"
112,"Oleg de Santana",50405868438,2022-07-30,JURIDICO,Revezamento,Gilson,"(712) 711-1274",olegdesantana@protonmail.com,"2021-05-06 00:00:00","2023-12-05 00:00:00","Lawrence Miranda","Ginger Moreira",N,"2023-10-11 00:00:00","2024-10-30 00:00:00"
113,"Jessamine Carvalho",20313730899,2023-09-29,MARKETING,FimSemana,Raquel,"(719) 383-7676",jessaminecarvalho@protonmail.org,"2022-03-03 00:00:00","2024-12-21 00:00:00","Althea Souza","Mohammad Franco",N,"2020-10-18 00:00:00","2025-03-08 00:00:00"
114,"Aphrodite Silva",75908085679,2021-12-08,RH,FimSemana,Renata,"(545) 928-1595",aphroditesilva@google.edu,"2020-09-12 00:00:00","2024-09-14 00:00:00","Illana de Araujo","Sheila de Fatima",N,"2022-05-04 00:00:00","2025-08-03 00:00:00"
115,"Allegra Mendonca",17505160939,2024-01-30,RH,Revezamento,Gilson,"(864) 628-7663",allegramendonca9283@google.edu,"2024-11-18 00:00:00","2024-01-15 00:00:00","Alfreda Pereira","Hyatt de Barros",N,"2022-01-05 00:00:00","2025-07-10 00:00:00"
116,"Chantale Cardoso",38102757857,2021-07-05,OPERACAO,FimSemana,Claudio,"(371) 452-6586",chantalecardoso@yahoo.org,"2022-12-23 00:00:00","2023-12-11 00:00:00","Sean Azevedo","Zorita Lemos",N,"2021-11-01 00:00:00","2023-12-24 00:00:00"
117,"Brenda Rodrigues",42642473252,2022-05-08,OPERACAO,Parcial,Gilson,"(776) 728-5345",brendarodrigues@aol.couk,"2024-12-03 00:00:00","2024-10-01 00:00:00","Ahmed de Campos","Phillip Teixeira",S,"2020-11-08 00:00:00","2025-05-15 00:00:00"
118,"Kirestin de Souza",79194746720,2021-05-12,JURIDICO,Diurno,Raquel,"(635) 451-5856",kirestindesouza8869@yahoo.org,"2024-12-25 00:00:00","2024-09-05 00:00:00","Elton de Araujo","Dalton Farias",N,"2024-11-11 00:00:00","2024-02-17 00:00:00"
119,"Marah Cruz",62747926106,2023-02-26,FINANCEIRO,Revezamento,Antonio,"(812) 845-9573",marahcruz@google.edu,"2024-08-04 00:00:00","2025-09-15 00:00:00","Zachary dos Anjos","Jasper Das Chagas",N,"2020-11-08 00:00:00","2025-07-07 00:00:00"
120,"Zachery Torres",58860276458,2024-07-26,FINANCEIRO,Parcial,Julia,"(268) 951-7376",zacherytorres@hotmail.net,"2023-10-02 00:00:00","2024-08-21 00:00:00","Leandra Silva","Jada Firmino",S,"2021-12-16 00:00:00","2024-01-15 00:00:00"
121,"Noel Das Gracas",16049433332,2023-01-20,TI,Revezamento,Henrique,"(851) 852-0938",noeldasgracas5585@yahoo.couk,"2022-07-11 00:00:00","2024-01-10 00:00:00","Ina Cardoso","Brent Teodoro",N,"2021-09-19 00:00:00","2023-11-06 00:00:00"
122,"Phyllis da Costa",91240801082,2022-11-10,RH,Revezamento,Raquel,"(293) 541-6380",phyllisdacosta5616@protonmail.ca,"2023-11-24 00:00:00","2024-12-06 00:00:00","Callie Aguiar","Cairo Vieira",N,"2024-03-18 00:00:00","2023-10-21 00:00:00"
123,"Remedios Pacheco",21265726720,2024-05-10,FINANCEIRO,FimSemana,Antonio,"(207) 714-1207",remediospacheco@outlook.org,"2021-08-30 00:00:00","2024-07-14 00:00:00","Morgan Braz","Aaron Marques",N,"2024-08-13 00:00:00","2025-03-10 00:00:00"
124,"Driscoll Coelho",69518126104,2024-09-19,COMERCIAL,Revezamento,Claudio,"(644) 202-8741",driscollcoelho8522@aol.ca,"2024-07-20 00:00:00","2025-06-29 00:00:00","Dale da Cunha","Tobias Coelho",N,"2020-12-04 00:00:00","2025-02-14 00:00:00"
125,"Shaeleigh Evangelista",52184721178,2022-03-27,RH,Revezamento,Henrique,"(842) 266-2528",shaeleighevangelista@outlook.org,"2022-05-14 00:00:00","2023-10-11 00:00:00","Abel Viana","Kitra Xavier",N,"2021-10-12 00:00:00","2025-05-16 00:00:00"
126,"Evangeline Diniz",63013617453,2020-11-05,OPERACAO,Noturno,Raquel,"(885) 713-6824",evangelinediniz5041@google.ca,"2021-07-23 00:00:00","2024-01-04 00:00:00","Magee Nunes","Drake de Freitas",S,"2023-07-29 00:00:00","2024-07-31 00:00:00"
127,"Yeo Almeida",50116315095,2023-04-03,FINANCEIRO,Noturno,Rodrigo,"(222) 741-5334",yeoalmeida@icloud.org,"2024-04-17 00:00:00","2025-05-16 00:00:00","Evan Souza","Neve Macedo",N,"2022-10-05 00:00:00","2025-04-23 00:00:00"
128,"Yoshio Messias",76278396970,2021-02-19,FINANCEIRO,Diurno,Claudio,"(628) 264-1532",yoshiomessias3837@hotmail.org,"2021-11-07 00:00:00","2023-12-09 00:00:00","Devin Felix","Cara Braz",S,"2021-07-22 00:00:00","2025-05-30 00:00:00"
129,"Felix Das Neves",37562003344,2022-07-19,FINANCEIRO,Flexivel,Claudio,"(665) 574-1126",felixdasneves@aol.com,"2023-08-19 00:00:00","2024-12-02 00:00:00","Charissa de Fatima","Lareina Caetano",S,"2020-09-11 00:00:00","2024-03-24 00:00:00"
130,"Fritz Vasconcelos",66186093505,2021-10-04,RH,FimSemana,Antonio,"(378) 497-7320",fritzvasconcelos5900@google.net,"2021-04-20 00:00:00","2023-10-10 00:00:00","Owen dos Reis","Ina Pacheco",S,"2020-12-02 00:00:00","2025-03-07 00:00:00"
131,"Xandra da Silveira",98700096149,2021-04-28,COMERCIAL,Revezamento,Julia,"(226) 284-5706",xandradasilveira@protonmail.com,"2022-10-25 00:00:00","2024-09-28 00:00:00","Sierra dos Reis","Kenyon Cunha",N,"2021-12-21 00:00:00","2025-08-12 00:00:00"
132,"Keegan Melo",49731916969,2021-11-14,TI,FimSemana,Rodrigo,"(876) 751-4678",keeganmelo@yahoo.ca,"2023-09-29 00:00:00","2024-10-28 00:00:00","Charles Queiroz","Sigourney Alves",N,"2022-03-07 00:00:00","2025-05-21 00:00:00"
133,"Cassidy Oliveira",37137493810,2021-12-17,FINANCEIRO,Diurno,Antonio,"(626) 202-8482",cassidyoliveira@aol.net,"2024-10-15 00:00:00","2024-12-25 00:00:00","Jayme Caetano","Alexander Mendes",S,"2024-04-25 00:00:00","2025-01-25 00:00:00"
134,"Ivan Maia",71064152855,2024-08-17,RH,FimSemana,Rodrigo,"(843) 675-5118",ivanmaia@icloud.org,"2024-09-15 00:00:00","2024-03-12 00:00:00","Hamish Freitas","Kaye Caetano",S,"2024-04-22 00:00:00","2025-02-12 00:00:00"
135,"Karly de Brito",61275515538,2024-05-14,COMERCIAL,Noturno,Claudio,"(348) 762-1137",karlydebrito@google.edu,"2021-06-28 00:00:00","2025-09-25 00:00:00","Emily Guedes","Prescott de Andrade",S,"2021-12-29 00:00:00","2025-04-16 00:00:00"
136,"Christian Diniz",73152649468,2020-08-04,TI,Flexivel,Henrique,"(278) 526-8635",christiandiniz@yahoo.ca,"2024-10-25 00:00:00","2024-12-25 00:00:00","Evan Sales","Audra Amorim",N,"2021-09-21 00:00:00","2024-08-21 00:00:00"
137,"Raya Garcia",16291155594,2021-08-05,OPERACAO,Parcial,Ana,"(475) 240-1648",rayagarcia8280@aol.com,"2021-08-24 00:00:00","2025-03-31 00:00:00","Constance Castro","April Leal",N,"2024-08-05 00:00:00","2025-08-22 00:00:00"
138,"Hoyt dos Anjos",10998378569,2021-05-29,FINANCEIRO,Noturno,Raquel,"(782) 205-2383",hoytdosanjos@icloud.ca,"2024-03-06 00:00:00","2024-07-07 00:00:00","Renee Cruz","Gemma de Campos",S,"2021-06-24 00:00:00","2025-03-01 00:00:00"
139,"Barrett Correa",63937190608,2023-03-11,FINANCEIRO,FimSemana,Julia,"(812) 153-5726",barrettcorrea@protonmail.edu,"2022-01-25 00:00:00","2024-03-28 00:00:00","Donna da Luz","Cheryl de Araujo",N,"2020-02-14 00:00:00","2024-04-07 00:00:00"
140,"Timothy Martins",47026167560,2023-07-13,OPERACAO,Flexivel,Gilson,"(436) 187-1756",timothymartins807@outlook.ca,"2022-03-15 00:00:00","2024-04-03 00:00:00","Alexis Moraes","Tanya Rodrigues",S,"2023-12-27 00:00:00","2024-07-06 00:00:00"
141,"Libby Maciel",67349644805,2023-02-03,OPERACAO,FimSemana,Gilson,"(917) 826-9786",libbymaciel8302@google.org,"2024-07-08 00:00:00","2025-05-02 00:00:00","Marvin Lopes","Briar de Fatima",N,"2021-10-18 00:00:00","2023-10-09 00:00:00"
142,"Gloria de Carvalho",40440096278,2023-04-06,TI,Parcial,Raquel,"(456) 345-8348",gloriadecarvalho@aol.ca,"2021-07-08 00:00:00","2024-12-29 00:00:00","Brennan Gonçalves","Uma Barbosa",S,"2020-11-13 00:00:00","2025-08-30 00:00:00"
143,"Howard Feitosa",13145415669,2024-05-15,OPERACAO,Diurno,Julia,"(634) 815-6546",howardfeitosa9978@hotmail.edu,"2023-09-22 00:00:00","2025-06-05 00:00:00","Ferris Aparecido","Branden Abreu",S,"2023-01-22 00:00:00","2025-06-14 00:00:00"
144,"Hadley Das Gracas",71666849225,2022-07-24,COMERCIAL,Flexivel,Rodrigo,"(979) 311-8169",hadleydasgracas@aol.com,"2022-04-30 00:00:00","2025-01-10 00:00:00","Madeline Lemos","Deirdre Farias",S,"2022-08-06 00:00:00","2024-10-09 00:00:00"
145,"Victoria Melo",18371428489,2024-01-17,RH,Revezamento,Rodrigo,"(534) 414-1223",victoriamelo5915@google.com,"2020-11-08 00:00:00","2025-05-11 00:00:00","Hope Pires","Byron Souza",N,"2020-09-27 00:00:00","2024-04-12 00:00:00"
146,"Ryder Bezerra",28997813482,2024-03-27,TI,Parcial,Antonio,"(420) 736-9476",ryderbezerra6242@yahoo.couk,"2021-10-19 00:00:00","2023-10-18 00:00:00","Ginger Soares","Ahmed Diniz",S,"2021-07-27 00:00:00","2024-11-22 00:00:00"
147,"Jordan de Abreu",32224710092,2024-04-25,TI,FimSemana,Renata,"(765) 685-4306",jordandeabreu@protonmail.org,"2021-04-23 00:00:00","2024-09-17 00:00:00","Xanthus Cruz","Zena Cardoso",S,"2020-02-29 00:00:00","2024-10-12 00:00:00"
148,"Brittany Machado",81490706007,2020-09-01,TI,Revezamento,Gilson,"(264) 723-7555",brittanymachado@icloud.org,"2023-01-31 00:00:00","2024-08-11 00:00:00","Acton dos Santos","Yasir Gonzaga",S,"2021-01-26 00:00:00","2025-01-18 00:00:00"
149,"Willow Barreto",88751148841,2023-09-20,COMERCIAL,Revezamento,Julia,"(163) 351-1742",willowbarreto7170@icloud.edu,"2024-05-03 00:00:00","2023-10-30 00:00:00","Wynne Fernandes","Erin Cordeiro",N,"2024-06-15 00:00:00","2024-06-22 00:00:00"
150,"Kelsey Almeida",62274019416,2021-11-26,MARKETING,Noturno,Antonio,"(766) 327-1893",kelseyalmeida3525@yahoo.com,"2024-10-06 00:00:00","2024-04-27 00:00:00","Eleanor Lemos","Jason Cruz",N,"2023-12-10 00:00:00","2025-05-23 00:00:00"
151,"Lara Felix",75068393027,2022-08-11,COMERCIAL,FimSemana,Antonio,"(630) 787-1644",larafelix@icloud.com,"2024-10-26 00:00:00","2024-01-23 00:00:00","Tyrone Carneiro","Amal Santos",N,"2021-07-20 00:00:00","2024-08-12 00:00:00"
152,"Grady Moraes",43800997406,2022-09-20,FINANCEIRO,FimSemana,Gilson,"(361) 213-4600",gradymoraes3003@outlook.couk,"2021-04-22 00:00:00","2024-08-03 00:00:00","Melvin Franco","Destiny Almeida",N,"2023-09-11 00:00:00","2024-09-30 00:00:00"
153,"Lillith Nunes",21449867220,2024-09-21,RH,FimSemana,Antonio,"(149) 343-8833",lillithnunes6098@google.com,"2020-05-21 00:00:00","2024-05-20 00:00:00","Faith Henrique","Richard de Souza",S,"2021-12-14 00:00:00","2024-12-01 00:00:00"
154,"Xander Muniz",54618227711,2020-09-24,MARKETING,Flexivel,Renata,"(561) 878-4690",xandermuniz@aol.couk,"2020-03-30 00:00:00","2025-08-24 00:00:00","Hayley Batista","Kasimir Reis",S,"2020-03-12 00:00:00","2025-05-28 00:00:00"
155,"Brock Moraes",23818542077,2024-03-27,OPERACAO,FimSemana,Renata,"(624) 286-8802",brockmoraes5128@yahoo.com,"2020-11-06 00:00:00","2024-09-27 00:00:00","Sawyer Candido","Harlan Neves",N,"2021-04-06 00:00:00","2025-02-16 00:00:00"
156,"Jenette Figueiredo",96977211408,2024-04-05,TI,Revezamento,Rodrigo,"(814) 672-1342",jenettefigueiredo@icloud.net,"2023-04-30 00:00:00","2024-07-13 00:00:00","Lara Rosa","Maryam Barboza",S,"2021-05-22 00:00:00","2024-03-04 00:00:00"
157,"Emerald Matos",56856703760,2020-02-19,OPERACAO,Revezamento,Claudio,"(486) 841-6500",emeraldmatos@hotmail.org,"2022-03-12 00:00:00","2023-11-25 00:00:00","Driscoll de Souza","Rebecca Matos",S,"2024-10-29 00:00:00","2025-08-02 00:00:00"
158,"Leila Tavares",12351862311,2022-02-08,FINANCEIRO,Flexivel,Renata,"(121) 625-5037",leilatavares3065@hotmail.net,"2023-12-26 00:00:00","2024-09-26 00:00:00","Zelda Pinheiro","Alice Nonato",N,"2024-01-22 00:00:00","2025-03-11 00:00:00"
159,"Richard do Nascimento",29383945892,2022-04-05,OPERACAO,Noturno,Raquel,"(918) 564-5966",richarddonascimento@yahoo.org,"2024-05-04 00:00:00","2025-06-30 00:00:00","Yuri de Lourdes","Brian Coutinho",N,"2023-09-01 00:00:00","2023-11-13 00:00:00"
160,"Lucian Santiago",28692389924,2024-08-26,OPERACAO,Flexivel,Ana,"(567) 373-4317",luciansantiago@protonmail.couk,"2024-11-05 00:00:00","2024-05-19 00:00:00","Callum Mota","Olivia Firmino",S,"2024-06-25 00:00:00","2024-10-29 00:00:00"
161,"Summer Cunha",95625520337,2023-12-27,OPERACAO,Revezamento,Gilson,"(578) 641-4455",summercunha@hotmail.org,"2020-03-13 00:00:00","2023-12-23 00:00:00","Joelle de Lourdes","Connor Martins",S,"2021-02-18 00:00:00","2023-11-25 00:00:00"
162,"Eagan Cruz",95570752489,2021-04-10,OPERACAO,Parcial,Raquel,"(278) 568-5267",eagancruz@aol.ca,"2020-09-23 00:00:00","2025-07-29 00:00:00","Sebastian Costa","Brady Magalhaes",N,"2020-07-21 00:00:00","2025-08-15 00:00:00"
163,"Kalia Moura",87559237182,2020-05-16,TI,FimSemana,Renata,"(487) 575-5414",kaliamoura@aol.edu,"2020-09-21 00:00:00","2024-09-25 00:00:00","Amir Evangelista","Shellie Faria",S,"2020-03-14 00:00:00","2024-12-26 00:00:00"
164,"Salvador Marques",88051627286,2022-09-03,COMERCIAL,Noturno,Rodrigo,"(121) 656-8567",salvadormarques@google.net,"2022-11-28 00:00:00","2025-01-14 00:00:00","Harper Firmino","Adrian Rodrigues",N,"2023-08-10 00:00:00","2025-09-28 00:00:00"
165,"Fay Amaral",46086658863,2022-12-02,MARKETING,Revezamento,Renata,"(637) 844-6485",fayamaral884@google.net,"2020-08-30 00:00:00","2025-03-09 00:00:00","Cameron Lemos","Paki Barreto",N,"2020-01-13 00:00:00","2025-08-17 00:00:00"
166,"Noelani Figueiredo",22372918689,2024-08-03,FINANCEIRO,Noturno,Renata,"(778) 657-7692",noelanifigueiredo@aol.edu,"2021-10-16 00:00:00","2024-12-04 00:00:00","Karina Paulino","Cathleen da Cruz",S,"2022-11-19 00:00:00","2024-12-31 00:00:00"
167,"Nolan Oliveira",34099776791,2021-12-28,JURIDICO,Noturno,Rodrigo,"(439) 294-6881",nolanoliveira@aol.ca,"2023-09-23 00:00:00","2025-07-04 00:00:00","Elaine Gonçalves","Patrick Sales",N,"2020-07-28 00:00:00","2024-11-20 00:00:00"
168,"Jesse de Sousa",32048813260,2021-02-04,COMERCIAL,FimSemana,Claudio,"(454) 404-3160",jessedesousa2089@protonmail.ca,"2023-09-27 00:00:00","2025-04-18 00:00:00","Dorothy da Rosa","Veronica Carneiro",N,"2024-08-30 00:00:00","2024-12-05 00:00:00"
169,"Sylvia Melo",15964926189,2022-05-02,COMERCIAL,FimSemana,Antonio,"(654) 116-7339",sylviamelo@outlook.com,"2020-06-22 00:00:00","2025-05-14 00:00:00","Yuli Castro","Patrick dos Santos",S,"2021-03-29 00:00:00","2024-01-12 00:00:00"
170,"Wallace Bueno",11823914680,2020-10-26,FINANCEIRO,FimSemana,Gilson,"(812) 316-4330",wallacebueno@icloud.edu,"2021-01-24 00:00:00","2024-10-13 00:00:00","Rhoda de Carvalho","Simone Silveira",S,"2021-12-18 00:00:00","2025-08-16 00:00:00"
171,"Ariana Felix",14733509860,2021-09-19,JURIDICO,FimSemana,Raquel,"(375) 146-3814",arianafelix1373@yahoo.com,"2023-08-10 00:00:00","2024-07-27 00:00:00","Uma Nogueira","Eric Pacheco",N,"2022-04-23 00:00:00","2025-03-23 00:00:00"
172,"Orlando Cunha",20744307996,2020-09-14,COMERCIAL,FimSemana,Rodrigo,"(692) 824-6928",orlandocunha@icloud.ca,"2021-03-04 00:00:00","2024-08-29 00:00:00","Quinlan Lima","Marcia Franco",N,"2023-12-20 00:00:00","2024-07-11 00:00:00"
173,"Illiana Candido",34002845388,2022-06-21,MARKETING,Revezamento,Claudio,"(405) 531-6695",illianacandido6989@aol.couk,"2022-05-22 00:00:00","2024-10-09 00:00:00","Kane Das Neves","August de Morais",S,"2020-01-01 00:00:00","2024-07-25 00:00:00"
174,"Logan Chagas",77048111001,2024-04-21,TI,Revezamento,Raquel,"(963) 455-1839",loganchagas@protonmail.com,"2022-02-11 00:00:00","2025-02-13 00:00:00","Isaac Messias","Adrienne Sousa",S,"2021-10-05 00:00:00","2024-05-08 00:00:00"
175,"Mufutau Monteiro",37406830113,2024-01-12,COMERCIAL,Noturno,Antonio,"(138) 506-4334",mufutaumonteiro516@google.org,"2021-01-05 00:00:00","2025-06-08 00:00:00","Blossom Tavares","Theodore Muniz",S,"2022-06-15 00:00:00","2024-04-25 00:00:00"
176,"Sebastian Medeiros",96641917445,2022-03-29,OPERACAO,Revezamento,Julia,"(264) 560-2436",sebastianmedeiros2283@outlook.edu,"2024-04-06 00:00:00","2024-10-19 00:00:00","Odysseus Ferraz","Martin Coelho",S,"2024-07-11 00:00:00","2024-03-10 00:00:00"
177,"Maya Ribeiro",17853107584,2021-08-31,RH,Flexivel,Gilson,"(467) 418-1733",mayaribeiro3675@yahoo.com,"2021-06-19 00:00:00","2024-07-19 00:00:00","Dai Sampaio","Palmer Correia",S,"2020-03-25 00:00:00","2025-09-20 00:00:00"
178,"Whilemina Vasconcelos",74710860372,2023-02-04,RH,Noturno,Rodrigo,"(230) 706-4455",whileminavasconcelos3290@outlook.com,"2022-02-21 00:00:00","2024-03-11 00:00:00","Miriam Barreto","Lawrence Chaves",N,"2022-08-14 00:00:00","2024-10-20 00:00:00"
179,"Hakeem de Fatima",23360560883,2020-12-16,RH,Noturno,Rodrigo,"(438) 296-2645",hakeemdefatima@outlook.com,"2023-12-26 00:00:00","2025-08-15 00:00:00","Shellie Franco","Jackson Amaral",S,"2024-11-03 00:00:00","2025-08-12 00:00:00"
180,"Tashya Nascimento",24779537120,2020-02-24,RH,Revezamento,Claudio,"(824) 856-7288",tashyanascimento@outlook.net,"2022-04-02 00:00:00","2025-04-20 00:00:00","Aladdin Correa","Ethan Gonçalves",S,"2023-04-25 00:00:00","2025-02-11 00:00:00"
181,"Abel Borges",85381916376,2020-07-24,JURIDICO,Noturno,Gilson,"(360) 775-6686",abelborges865@hotmail.com,"2024-12-12 00:00:00","2024-09-30 00:00:00","Hunter Ramos","Kadeem Martins",S,"2022-12-10 00:00:00","2025-05-10 00:00:00"
182,"Murphy da Conceiçao",38133665396,2021-07-30,COMERCIAL,Flexivel,Gilson,"(704) 465-2192",murphydaconceiao@outlook.edu,"2023-10-22 00:00:00","2025-04-20 00:00:00","Austin Das Dores","Holmes Vaz",N,"2023-07-25 00:00:00","2024-03-29 00:00:00"
183,"Portia Leal",44570475844,2024-06-08,MARKETING,Noturno,Antonio,"(956) 879-7156",portialeal2656@hotmail.org,"2021-07-15 00:00:00","2025-08-22 00:00:00","Judah Vieira","Kylee de Assis",N,"2022-03-02 00:00:00","2024-08-06 00:00:00"
184,"William Lemos",25062321261,2023-06-05,COMERCIAL,FimSemana,Claudio,"(511) 214-9606",williamlemos@protonmail.net,"2024-11-12 00:00:00","2025-07-26 00:00:00","Imani Cruz","Erasmus Evangelista",S,"2024-02-08 00:00:00","2024-05-11 00:00:00"
185,"Jason Martins",28861889124,2023-09-25,TI,Flexivel,Antonio,"(150) 147-6533",jasonmartins1558@google.couk,"2023-11-07 00:00:00","2025-03-21 00:00:00","Jamal Carneiro","Elton da Cunha",S,"2022-04-29 00:00:00","2025-08-27 00:00:00"
186,"Leandra Macedo",13670410800,2021-02-14,MARKETING,FimSemana,Julia,"(581) 723-3681",leandramacedo@icloud.ca,"2020-09-25 00:00:00","2025-01-30 00:00:00","Amaya Almeida","Zenaida de Abreu",N,"2023-08-21 00:00:00","2024-10-20 00:00:00"
187,"Nichole Leal",95501193049,2021-03-18,OPERACAO,Revezamento,Renata,"(359) 569-7665",nicholeleal@hotmail.edu,"2020-08-17 00:00:00","2025-01-08 00:00:00","Cain Rezende","Giacomo Azevedo",N,"2021-11-23 00:00:00","2023-11-09 00:00:00"
188,"Timothy Alves",21531351384,2023-12-31,OPERACAO,Flexivel,Rodrigo,"(584) 816-9117",timothyalves@outlook.net,"2021-02-01 00:00:00","2025-03-20 00:00:00","Rigel Ferreira","Briar Mendes",N,"2023-05-29 00:00:00","2025-07-22 00:00:00"
189,"Ethan dos Santos",14988102671,2024-05-04,TI,Revezamento,Rodrigo,"(488) 723-6634",ethandossantos2237@hotmail.ca,"2021-10-18 00:00:00","2024-06-07 00:00:00","Montana Custodio","Colleen Ferraz",S,"2020-03-12 00:00:00","2025-06-23 00:00:00"
190,"Carla de Moura",87665024412,2021-07-25,MARKETING,Revezamento,Renata,"(448) 295-8324",carlademoura4131@icloud.couk,"2024-03-25 00:00:00","2023-12-01 00:00:00","Asher de Fatima","Jaden Trindade",S,"2022-11-22 00:00:00","2024-12-15 00:00:00"
191,"Rooney Dutra",77047848477,2020-04-05,OPERACAO,Flexivel,Henrique,"(721) 561-2891",rooneydutra927@icloud.couk,"2022-02-08 00:00:00","2025-05-02 00:00:00","Audrey Cardoso","Talon Paulino",N,"2022-05-01 00:00:00","2025-02-14 00:00:00"
